contract_id,registry_id,customer_name,customer_inn,customer_kpp,budget_level,budget_name,extra_budget_source,purchase_method,notice_number,supplier_selection_result_date,basis_document_details,contract_date,contract_number,contract_subject,contract_price,budget_code,kosgu,kvr,ikz,supplier_name,supplier_inn,supplier_kpp,last_update_datetime,contract_execution_date
91,3052201301924000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""КАКАШУРИНСКАЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА""",0522013019,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/10-0461/24К,договор на поставку газа,120277.46,,,247,243052201301905220100100030013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-04-23 10:09:00,2024-12-31
92,3052201467924000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО МАНАСКЕНТ"" КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0522014679,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""село Манаскент"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/12-0316/24,"Поставка газоснабжения для нужд сельского поселения ""село Манаскент"" Карабудахкентского района",102888.19,001-0104-8830020001-247,,247,243052201467905220100100030013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-28 02:46:00,2024-12-31
93,3052201557724000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""УЛЛУБИЙАУЛЬСКАЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА""",0522015577,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/14-0456/24,"Поставка газа для МБУ ДО ""Уллубийаульская ДЮСШ""",72733.62,,,247,243052201557705220100100010013511247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-09-24 14:34:00,2024-12-31
94,3052201814424000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""МАНАССКАЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА""",0522018144,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270104,Поставка электроэнергии,48000.0,,,247,243052201814405220100100010010000247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-04-18 15:52:00,2024-12-31
95,3052202016824000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РАЙОННЫЙ ЦЕНТР ТРАДИЦИОННОЙ КУЛЬТУРЫ""",0522020168,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,2023-12-24,,2024-01-01,0501132000004,на поставку электроэнергии,295488.0,099-0801-2020200591-247,,247,243052202016805220100100010010000247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-06-07 18:03:00,2024-12-31
96,3052202016824000002,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РАЙОННЫЙ ЦЕНТР ТРАДИЦИОННОЙ КУЛЬТУРЫ""",0522020168,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/01-0463/24К,"Поставка газоснабжения для нужд МКУ ""РЦТК""",379651.33,099-0801-2020200591-247,,247,243052202016805220100100030013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-06-10 18:33:00,2024-12-31
97,3052202026324000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №19 ""КАРАПУЗ""",0522020263,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270099,договор энергоснабжения,117100.0,,,247,243052202026305220100100010013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-04-17 08:30:00,2024-12-31
98,3052202114724000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ "" ДЕТСКИЙ САД №18 ""ЯСМИНА""",0522021147,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,1,"Аренда нежилого дома для размещения детского сада для МБДОУ ""Детский сад№18"" ""Ясмина""",475000.0,,,244,243052202114705220100100010016820244,Исрапилов Магомедович Имниямин,052201655436,,2025-03-25 14:52:00,2024-05-31
99,3052202147524000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 20""СЧАСТЛИВЫЙ МАЛЫШ""",0522021475,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,1,Аренда нежилого дома для размещения детского сада,475000.0,,,244,243052202147505220100100010016820244,Моллакаева Бадрутдиновна Аминат,056107668210,,2025-03-26 11:20:00,2024-05-31
100,3052202290524000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 25 ""АИСТЕНОК""",0522022905,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,1,Аренда нежилого дома для размещения детского сада,495000.0,,,244,243052202290505220100100060016820244,Акаева Ахмедовна Шуганат,052200537052,,2025-11-21 15:48:00,2024-05-31
101,3052202312024000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ КАРАБУДАХКЕНТСКОГО РАЙОНА""",0522023120,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270093,"Поставка электроэнергии для МБУ ""ЦДОД""",28200.0,,,247,243052202312005220100100040013512247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-06-04 19:00:00,2024-12-31
102,3052202312024000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ КАРАБУДАХКЕНТСКОГО РАЙОНА""",0522023120,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/01-0457/24К,"Поставка газоснабжения для МБУ ""ЦДОД""",17413.96,,,247,243052202312005220100100070013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-06-05 20:28:00,2024-12-31
103,3052202312024000003,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ КАРАБУДАХКЕНТСКОГО РАЙОНА""",0522023120,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/01-0457/24,"Поставка газоснабжения для нужд МБУ ДО ""ЦДОД""",43495.19,,,247,243052202312005220100100030013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-06-05 20:31:00,2024-12-31
104,3052300033324000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ХТУН-КАЗМАЛЯРСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0523000333,052301001,Местный бюджет,"Бюджет Муниципального Района ""Магарамкентский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-14/21-0894/24,Поставка газа,131866.74,075-0702-1920202590-247,,247,243052300033305230100100020010000247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-05-06 17:48:00,2024-12-31
105,3052400052024000002,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НОВОЛАКСКИЙ РАЙОН""",0524000520,052401001,Местный бюджет,"Бюджет Муниципального образования ""Новолакский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,11270020,поставка (продажа) электроэнергии,420000.0,001-0104-9980020000-247,,247,243052400052005240100100050013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2025-03-03 11:10:00,2024-12-31
106,3052400052024000003,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НОВОЛАКСКИЙ РАЙОН""",0524000520,052401001,Местный бюджет,"Бюджет Муниципального образования ""Новолакский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-15/01-0086/24,поставка газа,676915.93,001-0104-9980020000-247,,247,243052400052005240100100060010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2025-03-24 10:39:00,2024-12-31
107,3052400434824000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО НОВОЧУРТАХ""",0524004348,052401001,Местный бюджет,"Бюджет Муниципального образования ""село Новочуртах"" Новолакского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,11270029,поставка электроэнергии,913848.0,001-0503-9996000100-247,,247,243052400434805240100100030013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-12-11 18:08:00,2024-12-31
108,3052400436224000001,АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ С.НОВОЛАКСКОЕ,0524004362,052401001,Местный бюджет,"Бюджет Муниципального образования ""село Новолакское"" Новолакского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,,Поставка электроэнергии,1584000.0,001-0503-9996000100-247,,247,243052400436205240100100030013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-02-29 11:33:00,2024-12-31
109,3052400436224000002,АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ С.НОВОЛАКСКОЕ,0524004362,052401001,Местный бюджет,"Бюджет Муниципального образования ""село Новолакское"" Новолакского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,11270027,Энергоснабжение,1584000.0,001-0503-9996000100-247,,247,243052400436205240100100030013511247,"ФИЛИАЛ ПАО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ"" - ""ДАГЭНЕРГО""",2632082033,057243001,2025-01-28 15:54:00,2024-12-31
110,3052400439424000002,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ НОВОКУЛИНСКИЙ""",0524004394,052401001,Местный бюджет,"Бюджет Муниципального образования ""сельсовет Новокулинский"" Новолакского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,11270030,поставка электроэнергии,1000000.0,001-0503-9996000100-247,,247,243052400439405240100100030010000247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2025-02-17 11:25:00,2024-12-31
